order_id,order_item_id,product_id,seller_id,quantity,selling_price,discount_percent,item_revenue,freight_value
ORD00031,1,PROD0077,SELL026,3,18757.67,0,56273.01,328.04
ORD00032,1,PROD0032,SELL005,1,43681.85,0,43681.85,364.49
ORD00033,1,PROD0014,SELL006,1,41510.88,5,41510.88,290.73
ORD00033,2,PROD0017,SELL027,1,15651.7,0,15651.7,290.48
ORD00034,1,PROD0032,SELL037,1,39313.67,10,39313.67,109.67
ORD00035,1,PROD0093,SELL039,1,6160.76,5,6160.76,93.68
ORD00035,2,PROD0081,SELL001,3,13273.39,0,39820.17,321.49
ORD00035,3,PROD0064,SELL022,1,35368.08,5,35368.08,417.06
ORD00036,1,PROD0063,SELL016,1,13842.53,0,13842.53,399.36
ORD00036,2,PROD0074,SELL024,1,37164.26,5,37164.26,308.35
ORD00037,1,PROD0087,SELL009,1,39736.4,0,39736.4,339.57
ORD00037,2,PROD0064,SELL028,2,37229.56,0,74459.12,495.63
ORD00038,1,PROD0014,SELL023,1,39326.09,10,39326.09,294.71
ORD00038,2,PROD0099,SELL026,3,12717.61,0,38152.83,404.23
ORD00038,3,PROD0032,SELL007,1,43681.85,0,43681.85,270.02
ORD00039,1,PROD0004,SELL031,1,26435.88,5,26435.88,482.01
ORD00040,1,PROD0013,SELL029,2,13666.99,5,27333.98,61.57
ORD00041,1,PROD0043,SELL036,1,12333.11,5,12333.11,404.95
ORD00042,1,PROD0036,SELL005,1,42600.65,10,42600.65,282.34
ORD00043,1,PROD0059,SELL040,1,1880.95,10,1880.95,406.29
ORD00044,1,PROD0077,SELL009,1,17819.79,5,17819.79,258.74
ORD00045,1,PROD0007,SELL023,3,5129.26,5,15387.78,121.71
ORD00046,1,PROD0098,SELL015,1,47387.29,0,47387.29,282.68
ORD00047,1,PROD0070,SELL029,1,27652.64,20,27652.64,78.14
ORD00047,2,PROD0097,SELL016,1,6646.29,20,6646.29,241.37
ORD00047,3,PROD0006,SELL023,2,30349.04,0,60698.08,436.69
ORD00047,4,PROD0098,SELL008,2,47387.29,0,94774.58,411.03
ORD00048,1,PROD0069,SELL018,1,15498.17,0,15498.17,490.13
ORD00049,1,PROD0017,SELL016,1,15651.7,0,15651.7,146.35
ORD00050,1,PROD0096,SELL018,2,35369.94,15,70739.88,243.71
ORD00051,1,PROD0055,SELL014,1,31505.78,0,31505.78,163.29
ORD00052,1,PROD0021,SELL001,4,45192.14,5,180768.56,497.98
ORD00052,2,PROD0057,SELL009,2,41561.59,0,83123.18,440.98
ORD00052,3,PROD0059,SELL018,1,1985.44,5,1985.44,68.74
ORD00053,1,PROD0076,SELL015,1,1768.11,5,1768.11,33.79
ORD00054,1,PROD0039,SELL009,1,9707.68,15,9707.68,441.01
ORD00055,1,PROD0053,SELL029,2,49056.71,0,98113.42,77.22
ORD00055,2,PROD0079,SELL008,1,12034.77,5,12034.77,482.73
ORD00056,1,PROD0085,SELL014,1,31801.28,5,31801.28,381.49
ORD00056,2,PROD0039,SELL019,1,10278.72,10,10278.72,403.08
ORD00057,1,PROD0047,SELL035,2,26943.99,10,53887.98,478.59
ORD00058,1,PROD0099,SELL028,2,12717.61,0,25435.22,282.19
ORD00058,2,PROD0054,SELL040,1,39478.87,0,39478.87,67.14
ORD00059,1,PROD0009,SELL028,2,42118.82,15,84237.64,57.22
ORD00059,2,PROD0040,SELL006,3,39621.19,0,118863.57,317.78
ORD00060,1,PROD0067,SELL017,1,4176.62,0,4176.62,397.13
ORD00061,1,PROD0010,SELL032,1,17436.22,5,17436.22,264.82
ORD00062,1,PROD0002,SELL003,1,2926.27,5,2926.27,100.54
ORD00062,2,PROD0032,SELL003,1,37129.57,15,37129.57,378.11
ORD00063,1,PROD0067,SELL003,3,4176.62,0,12529.86,248.59
ORD00064,1,PROD0095,SELL016,1,36524.78,5,36524.78,261.88
ORD00064,2,PROD0080,SELL013,2,23823.57,5,47647.14,404.11
ORD00065,1,PROD0001,SELL025,2,22941.01,10,45882.02,78.86
ORD00065,2,PROD0098,SELL034,4,45017.93,5,180071.72,481.76
ORD00065,3,PROD0085,SELL010,2,33475.03,0,66950.06,463.0
ORD00066,1,PROD0073,SELL004,1,38121.02,20,38121.02,141.28
ORD00067,1,PROD0014,SELL007,1,41510.88,5,41510.88,221.06
ORD00067,2,PROD0020,SELL035,1,22992.57,10,22992.57,242.4
ORD00068,1,PROD0042,SELL010,1,22567.92,0,22567.92,197.2
ORD00069,1,PROD0018,SELL008,1,28550.05,15,28550.05,491.81
ORD00070,1,PROD0010,SELL013,3,17436.22,5,52308.66,90.53
ORD00070,2,PROD0003,SELL022,1,26219.67,15,26219.67,53.8
ORD00070,3,PROD0009,SELL037,1,44596.4,10,44596.4,263.18
ORD00071,1,PROD0038,SELL032,1,17911.85,5,17911.85,58.66
ORD00072,1,PROD0070,SELL032,1,32837.51,5,32837.51,181.15
ORD00073,1,PROD0013,SELL016,1,12228.36,15,12228.36,461.11
ORD00073,2,PROD0032,SELL004,2,37129.57,15,74259.14,300.58
ORD00073,3,PROD0085,SELL025,1,28453.78,15,28453.78,427.25
ORD00074,1,PROD0064,SELL012,1,37229.56,0,37229.56,139.33
ORD00074,2,PROD0070,SELL015,1,32837.51,5,32837.51,185.91
ORD00074,3,PROD0040,SELL040,1,39621.19,0,39621.19,366.96
ORD00075,1,PROD0068,SELL024,3,15418.76,5,46256.28,472.7
ORD00076,1,PROD0089,SELL015,2,15473.91,15,30947.82,207.84
ORD00076,2,PROD0079,SELL019,1,11401.36,10,11401.36,475.93
ORD00076,3,PROD0046,SELL037,1,31797.18,20,31797.18,483.64
ORD00077,1,PROD0022,SELL022,1,11520.52,0,11520.52,147.28
ORD00077,2,PROD0082,SELL005,1,44837.24,10,44837.24,368.59
ORD00077,3,PROD0012,SELL004,1,3176.2,10,3176.2,485.48
ORD00077,4,PROD0091,SELL027,1,19055.54,5,19055.54,286.63
ORD00078,1,PROD0014,SELL005,1,37141.31,15,37141.31,105.63
ORD00079,1,PROD0084,SELL011,1,42711.32,5,42711.32,55.17
ORD00080,1,PROD0031,SELL007,1,20024.46,5,20024.46,424.73
ORD00081,1,PROD0015,SELL020,2,6921.76,5,13843.52,450.59
ORD00082,1,PROD0035,SELL037,1,40760.08,10,40760.08,343.71
ORD00083,1,PROD0061,SELL037,2,22611.56,5,45223.12,67.11
ORD00084,1,PROD0022,SELL009,1,11520.52,0,11520.52,351.07
ORD00084,2,PROD0028,SELL013,4,10702.49,10,42809.96,422.03
ORD00084,3,PROD0025,SELL017,1,26966.71,10,26966.71,409.45
ORD00085,1,PROD0054,SELL010,1,37504.93,5,37504.93,386.44
ORD00086,1,PROD0084,SELL032,1,42711.32,5,42711.32,110.93
ORD00087,1,PROD0048,SELL002,1,11057.78,10,11057.78,176.15
ORD00088,1,PROD0094,SELL027,1,23425.2,0,23425.2,237.61
ORD00089,1,PROD0100,SELL034,2,6477.22,0,12954.44,120.6
ORD00090,1,PROD0060,SELL033,1,13558.26,15,13558.26,350.15
ORD00091,1,PROD0037,SELL025,1,39559.83,15,39559.83,396.52
ORD00091,2,PROD0004,SELL014,2,25044.52,10,50089.04,348.52
ORD00092,1,PROD0040,SELL018,1,37640.13,5,37640.13,193.89
ORD00093,1,PROD0083,SELL039,1,6351.21,0,6351.21,80.81
ORD00094,1,PROD0067,SELL016,2,3550.13,15,7100.26,407.11
ORD00095,1,PROD0074,SELL013,1,35208.24,10,35208.24,352.57
ORD00096,1,PROD0017,SELL017,2,14869.11,5,29738.22,458.93
ORD00097,1,PROD0048,SELL038,1,10443.46,15,10443.46,251.15
ORD00097,2,PROD0034,SELL038,1,12988.69,10,12988.69,251.94
ORD00098,1,PROD0073,SELL030,1,40503.58,15,40503.58,114.77
ORD00099,1,PROD0063,SELL006,1,13150.4,5,13150.4,231.82
ORD00099,2,PROD0098,SELL028,3,45017.93,5,135053.79,47.73
ORD00100,1,PROD0045,SELL009,1,14470.66,5,14470.66,173.87
ORD00100,2,PROD0040,SELL005,2,39621.19,0,79242.38,166.69
ORD00101,1,PROD0003,SELL015,2,30846.67,0,61693.34,375.02
ORD00101,2,PROD0030,SELL038,1,38529.57,0,38529.57,364.22
ORD00102,1,PROD0054,SELL025,1,39478.87,0,39478.87,359.88
ORD00102,2,PROD0057,SELL014,2,37405.43,10,74810.86,171.52
ORD00103,1,PROD0026,SELL039,1,36128.85,0,36128.85,275.88
ORD00104,1,PROD0012,SELL008,2,3176.2,10,6352.4,100.1
ORD00105,1,PROD0023,SELL003,2,40147.29,5,80294.58,348.08
ORD00106,1,PROD0035,SELL024,2,45288.98,0,90577.96,218.37
ORD00106,2,PROD0094,SELL030,1,22253.94,5,22253.94,429.82
ORD00106,3,PROD0012,SELL027,1,3176.2,10,3176.2,83.14
ORD00107,1,PROD0100,SELL023,1,5505.64,15,5505.64,443.58
ORD00108,1,PROD0002,SELL034,2,2926.27,5,5852.54,295.56
ORD00109,1,PROD0020,SELL036,2,22992.57,10,45985.14,35.47
ORD00110,1,PROD0071,SELL025,1,30838.86,0,30838.86,245.77
ORD00111,1,PROD0071,SELL001,2,27754.97,10,55509.94,482.69
ORD00112,1,PROD0029,SELL030,1,16695.08,10,16695.08,311.98
ORD00113,1,PROD0048,SELL007,1,12286.42,0,12286.42,96.01
ORD00114,1,PROD0025,SELL022,1,28464.86,5,28464.86,465.51
ORD00115,1,PROD0007,SELL036,3,4589.34,15,13768.02,256.98
ORD00116,1,PROD0078,SELL021,1,25261.1,5,25261.1,490.37
ORD00117,1,PROD0090,SELL033,1,6035.51,10,6035.51,434.53
ORD00118,1,PROD0091,SELL012,1,18052.61,10,18052.61,181.52
ORD00119,1,PROD0002,SELL034,1,2926.27,5,2926.27,54.94
ORD00120,1,PROD0058,SELL007,1,28510.97,10,28510.97,294.09
ORD00121,1,PROD0088,SELL036,1,35689.74,10,35689.74,125.45
ORD00121,2,PROD0041,SELL029,2,29647.64,15,59295.28,361.18
ORD00122,1,PROD0088,SELL005,1,39655.27,0,39655.27,271.51
ORD00123,1,PROD0042,SELL039,1,19182.73,15,19182.73,319.34
ORD00124,1,PROD0021,SELL035,1,47570.67,0,47570.67,133.96
ORD00124,2,PROD0054,SELL014,2,39478.87,0,78957.74,167.98
ORD00125,1,PROD0032,SELL021,1,39313.67,10,39313.67,83.29
ORD00125,2,PROD0006,SELL017,1,30349.04,0,30349.04,458.33
ORD00125,3,PROD0088,SELL024,1,37672.51,5,37672.51,258.8
ORD00126,1,PROD0028,SELL028,2,11891.65,0,23783.3,419.51
ORD00127,1,PROD0012,SELL005,1,3176.2,10,3176.2,292.3
ORD00128,1,PROD0083,SELL040,1,5716.09,10,5716.09,51.39
ORD00129,1,PROD0004,SELL011,1,27827.24,0,27827.24,213.77
ORD00129,2,PROD0061,SELL035,1,21421.48,10,21421.48,170.09
ORD00130,1,PROD0051,SELL035,1,47681.83,0,47681.83,128.72
ORD00131,1,PROD0033,SELL013,1,25054.56,10,25054.56,296.63
ORD00132,1,PROD0093,SELL038,1,6485.01,0,6485.01,90.26
ORD00133,1,PROD0073,SELL024,2,38121.02,20,76242.04,109.26
ORD00134,1,PROD0046,SELL020,1,39746.48,0,39746.48,333.41
ORD00135,1,PROD0065,SELL002,2,46258.11,5,92516.22,391.52
ORD00136,1,PROD0038,SELL030,1,18854.58,0,18854.58,201.02
ORD00136,2,PROD0018,SELL001,2,28550.05,15,57100.1,409.07
ORD00137,1,PROD0062,SELL003,1,13759.82,5,13759.82,59.54
ORD00137,2,PROD0046,SELL024,1,35771.83,10,35771.83,273.41
ORD00138,1,PROD0095,SELL017,1,36524.78,5,36524.78,207.03
ORD00139,1,PROD0045,SELL031,2,15232.27,0,30464.54,444.56
ORD00139,2,PROD0063,SELL029,1,13842.53,0,13842.53,332.43
ORD00140,1,PROD0021,SELL027,1,47570.67,0,47570.67,299.54
ORD00141,1,PROD0073,SELL002,2,42886.14,10,85772.28,416.01
ORD00142,1,PROD0024,SELL033,1,39791.87,10,39791.87,191.06
ORD00142,2,PROD0080,SELL030,1,25077.44,0,25077.44,207.76
ORD00143,1,PROD0069,SELL033,2,15498.17,0,30996.34,339.91
ORD00144,1,PROD0062,SELL023,1,13035.62,10,13035.62,387.92
ORD00144,2,PROD0099,SELL037,1,12717.61,0,12717.61,254.26
ORD00144,3,PROD0049,SELL015,3,30836.78,0,92510.34,311.2
ORD00145,1,PROD0053,SELL007,1,44151.04,10,44151.04,149.21
ORD00145,2,PROD0047,SELL035,1,28440.88,5,28440.88,159.51
ORD00146,1,PROD0040,SELL037,1,35659.07,10,35659.07,375.82
ORD00147,1,PROD0088,SELL004,1,31724.22,20,31724.22,32.49
ORD00148,1,PROD0052,SELL040,2,1261.63,0,2523.26,482.86
ORD00149,1,PROD0037,SELL003,2,44213.93,5,88427.86,358.27
ORD00149,2,PROD0025,SELL040,1,29963.01,0,29963.01,142.45
ORD00150,1,PROD0012,SELL019,2,3352.65,5,6705.3,303.98
ORD00150,2,PROD0071,SELL023,3,30838.86,0,92516.58,314.99
ORD00151,1,PROD0044,SELL008,2,24433.42,20,48866.84,441.77
ORD00152,1,PROD0076,SELL002,1,1861.17,0,1861.17,209.86
ORD00153,1,PROD0052,SELL022,1,1072.39,15,1072.39,253.98
ORD00154,1,PROD0095,SELL016,2,38447.14,0,76894.28,125.3
ORD00155,1,PROD0006,SELL024,1,28831.59,5,28831.59,493.12
ORD00155,2,PROD0062,SELL037,2,13759.82,5,27519.64,492.67
ORD00156,1,PROD0051,SELL012,1,47681.83,0,47681.83,273.56
ORD00157,1,PROD0035,SELL031,3,45288.98,0,135866.94,116.44
ORD00158,1,PROD0013,SELL018,2,13666.99,5,27333.98,432.47
ORD00159,1,PROD0067,SELL021,2,4176.62,0,8353.24,294.21
ORD00159,2,PROD0069,SELL037,1,15498.17,0,15498.17,106.77
ORD00160,1,PROD0003,SELL027,1,26219.67,15,26219.67,482.66
ORD00161,1,PROD0049,SELL019,1,24669.42,20,24669.42,438.08
ORD00161,2,PROD0079,SELL022,1,11401.36,10,11401.36,220.24
ORD00162,1,PROD0100,SELL038,1,6153.36,5,6153.36,108.64
ORD00162,2,PROD0047,SELL002,1,29937.77,0,29937.77,148.27
ORD00163,1,PROD0004,SELL026,1,22261.79,20,22261.79,78.85
ORD00164,1,PROD0022,SELL002,1,10944.49,5,10944.49,460.18
ORD00165,1,PROD0081,SELL037,1,11946.05,10,11946.05,280.88
ORD00166,1,PROD0098,SELL009,1,45017.93,5,45017.93,33.91
ORD00167,1,PROD0071,SELL013,1,29296.92,5,29296.92,215.53
ORD00167,2,PROD0048,SELL011,2,11057.78,10,22115.56,419.36
ORD00168,1,PROD0024,SELL019,1,42002.53,5,42002.53,242.8
ORD00168,2,PROD0018,SELL040,1,33588.29,0,33588.29,101.51
ORD00169,1,PROD0028,SELL022,1,10702.49,10,10702.49,264.25
ORD00170,1,PROD0033,SELL025,2,27838.4,0,55676.8,391.03
ORD00171,1,PROD0086,SELL014,1,13225.97,10,13225.97,176.69
ORD00172,1,PROD0086,SELL014,3,14695.52,0,44086.56,234.06
ORD00173,1,PROD0061,SELL039,1,21421.48,10,21421.48,146.9
ORD00173,2,PROD0089,SELL032,1,16384.14,10,16384.14,467.5
ORD00174,1,PROD0045,SELL029,2,15232.27,0,30464.54,207.55
ORD00175,1,PROD0094,SELL030,1,19911.42,15,19911.42,459.8
ORD00176,1,PROD0003,SELL024,2,30846.67,0,61693.34,368.87
ORD00176,2,PROD0080,SELL035,2,25077.44,0,50154.88,351.12
ORD00177,1,PROD0005,SELL013,1,45475.24,0,45475.24,44.95
ORD00178,1,PROD0084,SELL030,2,44959.28,0,89918.56,292.27
ORD00178,2,PROD0063,SELL027,2,12458.28,10,24916.56,57.4
ORD00178,3,PROD0011,SELL040,1,38779.62,0,38779.62,63.08
ORD00179,1,PROD0032,SELL037,1,43681.85,0,43681.85,382.12
ORD00180,1,PROD0065,SELL022,2,46258.11,5,92516.22,311.96
ORD00181,1,PROD0031,SELL037,1,20024.46,5,20024.46,288.61
ORD00182,1,PROD0039,SELL015,1,11420.8,0,11420.8,392.62
ORD00183,1,PROD0020,SELL009,1,21715.2,15,21715.2,147.43
ORD00184,1,PROD0090,SELL007,1,6706.12,0,6706.12,373.47
ORD00184,2,PROD0074,SELL037,1,35208.24,10,35208.24,463.28
ORD00185,1,PROD0002,SELL025,1,2926.27,5,2926.27,180.08
ORD00186,1,PROD0012,SELL015,1,3176.2,10,3176.2,99.57
ORD00187,1,PROD0062,SELL013,1,13035.62,10,13035.62,122.17
ORD00187,2,PROD0072,SELL040,4,3784.14,5,15136.56,143.89
ORD00188,1,PROD0084,SELL002,2,44959.28,0,89918.56,194.37
ORD00189,1,PROD0094,SELL006,1,23425.2,0,23425.2,476.0
ORD00190,1,PROD0027,SELL035,1,46062.68,5,46062.68,382.67
ORD00191,1,PROD0090,SELL040,1,6370.81,5,6370.81,474.23
ORD00192,1,PROD0091,SELL007,3,19055.54,5,57166.62,310.64
ORD00193,1,PROD0003,SELL023,1,30846.67,0,30846.67,498.12
ORD00193,2,PROD0045,SELL033,1,15232.27,0,15232.27,151.11
ORD00194,1,PROD0094,SELL025,1,21082.68,10,21082.68,440.17
ORD00195,1,PROD0088,SELL013,2,39655.27,0,79310.54,361.41
ORD00196,1,PROD0019,SELL002,2,38797.65,15,77595.3,224.6
ORD00197,1,PROD0078,SELL037,1,25261.1,5,25261.1,138.53
ORD00198,1,PROD0018,SELL011,1,33588.29,0,33588.29,389.33
ORD00199,1,PROD0042,SELL030,2,21439.52,5,42879.04,394.82
ORD00200,1,PROD0091,SELL003,1,19055.54,5,19055.54,418.69
ORD00201,1,PROD0007,SELL019,1,4589.34,15,4589.34,393.63
ORD00201,2,PROD0025,SELL019,1,28464.86,5,28464.86,318.17
ORD00202,1,PROD0051,SELL027,1,47681.83,0,47681.83,243.23
ORD00203,1,PROD0094,SELL008,1,21082.68,10,21082.68,328.01
ORD00204,1,PROD0085,SELL010,1,33475.03,0,33475.03,391.5
ORD00205,1,PROD0033,SELL001,1,23662.64,15,23662.64,285.45
ORD00206,1,PROD0001,SELL016,2,25490.01,0,50980.02,325.46
ORD00207,1,PROD0012,SELL004,1,2823.29,20,2823.29,105.83
ORD00208,1,PROD0042,SELL025,2,20311.13,10,40622.26,426.36
ORD00208,2,PROD0048,SELL005,1,12286.42,0,12286.42,356.47
ORD00209,1,PROD0089,SELL039,3,14563.68,20,43691.04,164.98
ORD00210,1,PROD0079,SELL019,3,12668.18,0,38004.54,41.27
ORD00210,2,PROD0030,SELL008,2,38529.57,0,77059.14,319.19
ORD00211,1,PROD0071,SELL021,2,30838.86,0,61677.72,186.64
ORD00212,1,PROD0018,SELL031,1,31908.88,5,31908.88,436.66
ORD00213,1,PROD0088,SELL022,2,33706.98,15,67413.96,196.19
ORD00214,1,PROD0040,SELL021,2,39621.19,0,79242.38,70.79
ORD00214,2,PROD0091,SELL016,1,17049.69,15,17049.69,172.24
ORD00215,1,PROD0044,SELL031,2,29014.69,5,58029.38,394.5
ORD00216,1,PROD0015,SELL020,3,6557.45,10,19672.35,309.32
ORD00216,2,PROD0001,SELL006,1,21666.51,15,21666.51,78.46
ORD00217,1,PROD0069,SELL021,2,13948.35,10,27896.7,158.15
ORD00218,1,PROD0037,SELL011,1,41886.88,10,41886.88,189.21
ORD00218,2,PROD0074,SELL029,1,39120.27,0,39120.27,454.55
ORD00218,3,PROD0032,SELL004,1,43681.85,0,43681.85,230.44
ORD00219,1,PROD0097,SELL030,1,8307.86,0,8307.86,407.1
ORD00220,1,PROD0024,SELL022,2,37581.21,15,75162.42,243.04
ORD00221,1,PROD0014,SELL036,1,39326.09,10,39326.09,280.39
ORD00221,2,PROD0042,SELL026,1,22567.92,0,22567.92,144.53
ORD00222,1,PROD0010,SELL037,2,18353.92,0,36707.84,310.16
ORD00223,1,PROD0064,SELL004,1,31645.13,15,31645.13,447.01
ORD00224,1,PROD0041,SELL020,1,29647.64,15,29647.64,173.14
ORD00225,1,PROD0008,SELL036,3,25351.31,0,76053.93,293.21
ORD00225,2,PROD0048,SELL023,1,12286.42,0,12286.42,44.66
ORD00226,1,PROD0050,SELL024,2,33302.47,0,66604.94,498.8
ORD00227,1,PROD0054,SELL030,2,35530.98,10,71061.96,467.25
ORD00228,1,PROD0031,SELL033,1,17916.62,15,17916.62,300.89
ORD00228,2,PROD0092,SELL003,3,19652.71,5,58958.13,361.29
ORD00229,1,PROD0081,SELL005,2,12609.72,5,25219.44,302.43
ORD00230,1,PROD0046,SELL019,1,39746.48,0,39746.48,463.75
ORD00231,1,PROD0038,SELL040,1,17911.85,5,17911.85,89.61
ORD00232,1,PROD0023,SELL038,2,38034.28,10,76068.56,203.79
ORD00233,1,PROD0019,SELL039,3,45644.29,0,136932.87,263.1
ORD00234,1,PROD0007,SELL017,2,5399.22,0,10798.44,108.77
ORD00234,2,PROD0083,SELL026,1,6033.65,5,6033.65,475.68
ORD00235,1,PROD0049,SELL021,3,27753.1,10,83259.3,49.28
ORD00235,2,PROD0087,SELL035,1,31789.12,20,31789.12,232.94
ORD00236,1,PROD0087,SELL016,2,37749.58,5,75499.16,121.62
ORD00237,1,PROD0058,SELL023,1,31678.86,0,31678.86,120.75
ORD00238,1,PROD0083,SELL012,2,5716.09,10,11432.18,149.07
ORD00238,2,PROD0073,SELL030,2,47651.27,0,95302.54,243.12
ORD00239,1,PROD0008,SELL017,3,25351.31,0,76053.93,237.07
ORD00240,1,PROD0083,SELL007,3,5716.09,10,17148.27,78.54
ORD00241,1,PROD0020,SELL022,3,24269.93,5,72809.79,272.23
ORD00242,1,PROD0069,SELL023,1,15498.17,0,15498.17,55.94
ORD00243,1,PROD0025,SELL020,2,25468.56,15,50937.12,326.39
ORD00244,1,PROD0070,SELL020,1,27652.64,20,27652.64,411.54
ORD00245,1,PROD0069,SELL038,1,15498.17,0,15498.17,375.67
ORD00245,2,PROD0020,SELL032,2,24269.93,5,48539.86,461.47
ORD00245,3,PROD0095,SELL003,1,34602.43,10,34602.43,36.75
ORD00246,1,PROD0064,SELL039,2,37229.56,0,74459.12,408.09
ORD00247,1,PROD0028,SELL003,1,11891.65,0,11891.65,86.75
ORD00247,2,PROD0098,SELL010,2,47387.29,0,94774.58,203.87
ORD00248,1,PROD0001,SELL012,3,22941.01,10,68823.03,309.05
ORD00249,1,PROD0079,SELL039,1,12034.77,5,12034.77,476.64
ORD00249,2,PROD0089,SELL020,1,18204.6,0,18204.6,140.75
ORD00249,3,PROD0005,SELL008,4,36380.19,20,145520.76,320.89
ORD00250,1,PROD0020,SELL031,1,25547.3,0,25547.3,463.66
ORD00251,1,PROD0004,SELL032,1,27827.24,0,27827.24,140.59
ORD00252,1,PROD0029,SELL005,1,17622.59,5,17622.59,448.53
ORD00253,1,PROD0035,SELL013,1,45288.98,0,45288.98,297.27
ORD00254,1,PROD0079,SELL011,1,12034.77,5,12034.77,137.96
ORD00255,1,PROD0056,SELL038,1,5854.06,15,5854.06,474.74
ORD00256,1,PROD0051,SELL031,2,42913.65,10,85827.3,76.06
ORD00257,1,PROD0040,SELL011,2,33678.01,15,67356.02,381.22
ORD00258,1,PROD0089,SELL022,1,18204.6,0,18204.6,383.86
ORD00259,1,PROD0007,SELL008,1,5129.26,5,5129.26,49.21
ORD00260,1,PROD0075,SELL015,1,33133.97,15,33133.97,266.68
ORD00260,2,PROD0090,SELL028,1,6706.12,0,6706.12,192.26
ORD00260,3,PROD0027,SELL032,1,41213.98,15,41213.98,250.98
ORD00261,1,PROD0009,SELL006,1,42118.82,15,42118.82,165.54
ORD00261,2,PROD0025,SELL005,1,29963.01,0,29963.01,357.63
ORD00261,3,PROD0059,SELL032,1,2089.94,0,2089.94,477.49
ORD00262,1,PROD0030,SELL034,1,36603.09,5,36603.09,191.11
ORD00263,1,PROD0034,SELL015,1,11545.5,20,11545.5,391.78
ORD00264,1,PROD0086,SELL011,1,14695.52,0,14695.52,178.81
ORD00264,2,PROD0020,SELL009,1,24269.93,5,24269.93,126.42
ORD00265,1,PROD0064,SELL010,3,31645.13,15,94935.39,103.35
ORD00266,1,PROD0044,SELL031,3,30541.78,0,91625.34,288.95
ORD00266,2,PROD0089,SELL020,1,16384.14,10,16384.14,133.57
ORD00266,3,PROD0015,SELL023,1,7286.06,0,7286.06,331.42
ORD00267,1,PROD0066,SELL026,1,46234.45,0,46234.45,314.39
ORD00268,1,PROD0045,SELL023,1,14470.66,5,14470.66,293.69
ORD00269,1,PROD0054,SELL038,1,39478.87,0,39478.87,172.52
