customer_id,customer_name,gender,age,city,state,registration_date
CUST0105,Customer 105,Female,32,Hyderabad,Telangana,2024-06-29
CUST0106,Customer 106,Female,25,Kochi,Kerala,2025-04-12
CUST0107,Customer 107,Female,53,Mysuru,Karnataka,2025-09-01
CUST0108,Customer 108,Female,50,New Delhi,Delhi,2025-03-12
CUST0109,Customer 109,Female,48,Kochi,Kerala,2025-04-05
CUST0110,Customer 110,Female,35,Mumbai,Maharashtra,2025-06-17
CUST0111,Customer 111,Male,46,Kozhikode,Kerala,2024-03-20
CUST0112,Customer 112,Male,38,Mumbai,Maharashtra,2025-07-07
CUST0113,Customer 113,Male,42,Vijayawada,Andhra Pradesh,2025-12-11
CUST0114,Customer 114,Male,44,Mangaluru,Karnataka,2025-02-21
CUST0115,Customer 115,Male,31,New Delhi,Delhi,2025-03-06
CUST0116,Customer 116,Female,19,Vadodara,Gujarat,2025-08-12
CUST0117,Customer 117,Male,40,Surat,Gujarat,2024-11-01
CUST0118,Customer 118,Female,52,Surat,Gujarat,2025-09-09
CUST0119,Customer 119,Male,45,Coimbatore,Tamil Nadu,2025-05-12
CUST0120,Customer 120,Male,43,Warangal,Telangana,2024-06-18
CUST0121,Customer 121,Other,52,Kochi,Kerala,2024-01-28
CUST0122,Customer 122,Female,19,Vadodara,Gujarat,2024-03-26
CUST0123,Customer 123,Female,29,Ahmedabad,Gujarat,2024-02-21
CUST0124,Customer 124,Male,47,Pune,Maharashtra,2024-11-30
CUST0125,Customer 125,Male,44,New Delhi,Delhi,2024-09-15
CUST0126,Customer 126,Male,52,Visakhapatnam,Andhra Pradesh,2024-02-23
CUST0127,Customer 127,Female,59,New Delhi,Delhi,2024-02-11
CUST0128,Customer 128,Male,19,Hyderabad,Telangana,2025-09-28
CUST0129,Customer 129,Male,60,Bengaluru,Karnataka,2024-04-27
CUST0130,Customer 130,Female,41,Coimbatore,Tamil Nadu,2024-06-20
CUST0131,Customer 131,Female,24,Vijayawada,Andhra Pradesh,2025-08-15
CUST0132,Customer 132,Female,42,Warangal,Telangana,2025-02-10
CUST0133,Customer 133,Female,58,Chennai,Tamil Nadu,2024-09-05
CUST0134,Customer 134,Female,56,Tirupati,Andhra Pradesh,2024-05-03
CUST0135,Customer 135,Female,60,Warangal,Telangana,2025-01-14
CUST0136,Customer 136,Female,18,Tirupati,Andhra Pradesh,2025-03-06
CUST0137,Customer 137,Male,41,Kochi,Kerala,2025-10-12
CUST0138,Customer 138,Male,29,Kozhikode,Kerala,2025-06-18
CUST0139,Customer 139,Female,52,Nagpur,Maharashtra,2025-05-10
CUST0140,Customer 140,Female,55,Thrissur,Kerala,2024-10-01
CUST0141,Customer 141,Female,23,New Delhi,Delhi,2024-10-12
CUST0142,Customer 142,Female,54,Kochi,Kerala,2025-09-16
CUST0143,Customer 143,Male,38,Surat,Gujarat,2024-07-05
CUST0144,Customer 144,Male,34,Kochi,Kerala,2024-12-14
CUST0145,Customer 145,Female,35,Nagpur,Maharashtra,2025-07-23
CUST0146,Customer 146,Female,23,Nizamabad,Telangana,2024-09-04
CUST0147,Customer 147,Female,33,Surat,Gujarat,2025-12-08
CUST0148,Customer 148,Female,46,Kozhikode,Kerala,2024-01-18
CUST0149,Customer 149,Male,33,Visakhapatnam,Andhra Pradesh,2024-11-09
CUST0150,Customer 150,Female,40,New Delhi,Delhi,2025-03-11
CUST0151,Customer 151,Female,35,New Delhi,Delhi,2024-11-09
CUST0152,Customer 152,Male,30,Mumbai,Maharashtra,2024-11-19
CUST0153,Customer 153,Female,29,Tirupati,Andhra Pradesh,2024-07-15
CUST0154,Customer 154,Male,55,Madurai,Tamil Nadu,2025-06-21
CUST0155,Customer 155,Female,36,Mumbai,Maharashtra,2024-08-20
CUST0156,Customer 156,Male,52,New Delhi,Delhi,2024-05-09
CUST0157,Customer 157,Female,53,Mumbai,Maharashtra,2024-10-26
CUST0158,Customer 158,Female,49,Mangaluru,Karnataka,2024-04-15
CUST0159,Customer 159,Male,48,Nizamabad,Telangana,2025-03-27
CUST0160,Customer 160,Female,34,New Delhi,Delhi,2025-05-04
CUST0161,Customer 161,Male,22,Vijayawada,Andhra Pradesh,2025-08-13
CUST0162,Customer 162,Male,54,Hyderabad,Telangana,2024-11-07
CUST0163,Customer 163,Male,44,Vijayawada,Andhra Pradesh,2025-09-12
CUST0164,Customer 164,Male,46,Madurai,Tamil Nadu,2024-10-31
CUST0165,Customer 165,Female,21,Surat,Gujarat,2025-09-16
CUST0166,Customer 166,Female,34,Vijayawada,Andhra Pradesh,2025-11-07
CUST0167,Customer 167,Male,53,Vijayawada,Andhra Pradesh,2024-03-17
CUST0168,Customer 168,Male,56,Bengaluru,Karnataka,2025-04-26
CUST0169,Customer 169,Male,36,Mumbai,Maharashtra,2025-12-20
CUST0170,Customer 170,Female,34,Kochi,Kerala,2025-10-02
CUST0171,Customer 171,Male,32,Coimbatore,Tamil Nadu,2025-10-25
CUST0172,Customer 172,Female,22,Mysuru,Karnataka,2024-03-02
CUST0173,Customer 173,Female,54,Mysuru,Karnataka,2024-10-22
CUST0174,Customer 174,Male,37,Kochi,Kerala,2025-12-17
CUST0175,Customer 175,Male,49,Surat,Gujarat,2025-03-24
CUST0176,Customer 176,Male,45,Tirupati,Andhra Pradesh,2024-11-26
CUST0177,Customer 177,Male,54,Mumbai,Maharashtra,2025-08-24
CUST0178,Customer 178,Female,54,Nizamabad,Telangana,2024-02-11
CUST0179,Customer 179,Male,46,Mysuru,Karnataka,2024-10-11
CUST0180,Customer 180,Male,49,Mangaluru,Karnataka,2024-04-03
CUST0181,Customer 181,Male,38,Thrissur,Kerala,2025-11-17
CUST0182,Customer 182,Male,49,Vijayawada,Andhra Pradesh,2024-10-22
CUST0183,Customer 183,Male,23,Vadodara,Gujarat,2024-11-18
CUST0184,Customer 184,Male,43,Pune,Maharashtra,2025-06-10
CUST0185,Customer 185,Female,47,Nizamabad,Telangana,2025-02-27
CUST0186,Customer 186,Male,57,Hyderabad,Telangana,2025-05-25
CUST0187,Customer 187,Male,53,Kochi,Kerala,2024-05-14
CUST0188,Customer 188,Female,49,Pune,Maharashtra,2024-05-04
CUST0189,Customer 189,Female,33,Nizamabad,Telangana,2025-12-27
CUST0190,Customer 190,Female,53,Mysuru,Karnataka,2025-02-21
CUST0191,Customer 191,Other,25,Vijayawada,Andhra Pradesh,2025-04-17
CUST0192,Customer 192,Female,49,Tirupati,Andhra Pradesh,2024-10-25
CUST0193,Customer 193,Female,48,Pune,Maharashtra,2024-09-06
CUST0194,Customer 194,Male,30,Kozhikode,Kerala,2025-09-05
CUST0195,Customer 195,Male,44,Bengaluru,Karnataka,2024-12-14
CUST0196,Customer 196,Male,37,Mumbai,Maharashtra,2025-08-24
CUST0197,Customer 197,Male,48,Kochi,Kerala,2024-12-19
CUST0198,Customer 198,Male,38,New Delhi,Delhi,2024-07-12
CUST0199,Customer 199,Male,44,Madurai,Tamil Nadu,2024-02-14
CUST0200,Customer 200,Female,42,New Delhi,Delhi,2025-01-30
CUST0201,Customer 201,Female,26,Mysuru,Karnataka,2025-05-29
CUST0202,Customer 202,Female,46,New Delhi,Delhi,2024-04-12
CUST0203,Customer 203,Female,44,Kochi,Kerala,2025-11-01
CUST0204,Customer 204,Male,34,Bengaluru,Karnataka,2024-12-12
CUST0205,Customer 205,Male,39,Vadodara,Gujarat,2025-11-21
CUST0206,Customer 206,Female,49,Surat,Gujarat,2025-07-08
CUST0207,Customer 207,Male,58,Nizamabad,Telangana,2025-12-01
CUST0208,Customer 208,Female,45,Mumbai,Maharashtra,2024-04-10
CUST0209,Customer 209,Male,37,Visakhapatnam,Andhra Pradesh,2024-01-30
CUST0210,Customer 210,Female,36,Warangal,Telangana,2025-01-02
CUST0211,Customer 211,Male,51,New Delhi,Delhi,2025-02-25
CUST0212,Customer 212,Male,57,Bengaluru,Karnataka,2025-01-26
CUST0213,Customer 213,Female,27,Coimbatore,Tamil Nadu,2024-08-25
CUST0214,Customer 214,Male,34,Kozhikode,Kerala,2025-11-13
CUST0215,Customer 215,Female,52,Warangal,Telangana,2024-06-10
CUST0216,Customer 216,Female,55,Visakhapatnam,Andhra Pradesh,2024-11-02
CUST0217,Customer 217,Male,37,Vadodara,Gujarat,2024-07-22
CUST0218,Customer 218,Male,42,Surat,Gujarat,2025-08-08
CUST0219,Customer 219,Other,36,New Delhi,Delhi,2024-01-23
CUST0220,Customer 220,Male,21,Surat,Gujarat,2025-09-12
CUST0221,Customer 221,Female,32,Thrissur,Kerala,2025-09-13
CUST0222,Customer 222,Female,57,New Delhi,Delhi,2024-09-13
CUST0223,Customer 223,Male,58,Mangaluru,Karnataka,2025-10-23
CUST0224,Customer 224,Female,20,Warangal,Telangana,2025-08-16
CUST0225,Customer 225,Male,36,New Delhi,Delhi,2024-11-30
CUST0226,Customer 226,Male,52,Ahmedabad,Gujarat,2025-01-09
CUST0227,Customer 227,Male,48,Mumbai,Maharashtra,2024-10-29
CUST0228,Customer 228,Male,22,New Delhi,Delhi,2024-05-24
CUST0229,Customer 229,Female,43,Madurai,Tamil Nadu,2025-07-24
CUST0230,Customer 230,Female,18,New Delhi,Delhi,2024-09-27
CUST0231,Customer 231,Male,34,Visakhapatnam,Andhra Pradesh,2025-08-21
CUST0232,Customer 232,Female,24,Vadodara,Gujarat,2025-11-22
CUST0233,Customer 233,Male,53,Coimbatore,Tamil Nadu,2024-12-01
CUST0234,Customer 234,Male,47,Madurai,Tamil Nadu,2025-12-18
CUST0235,Customer 235,Male,26,Nagpur,Maharashtra,2024-02-16
CUST0236,Customer 236,Other,25,Warangal,Telangana,2024-04-09
CUST0237,Customer 237,Male,47,Madurai,Tamil Nadu,2025-01-14
CUST0238,Customer 238,Female,27,Vadodara,Gujarat,2025-02-28
CUST0239,Customer 239,Female,35,Visakhapatnam,Andhra Pradesh,2024-02-03
CUST0240,Customer 240,Male,33,New Delhi,Delhi,2025-01-06
CUST0241,Customer 241,Male,59,Tirupati,Andhra Pradesh,2025-01-02
CUST0242,Customer 242,Male,25,Warangal,Telangana,2025-04-10
CUST0243,Customer 243,Male,58,Tirupati,Andhra Pradesh,2025-09-03
CUST0244,Customer 244,Female,33,Hyderabad,Telangana,2024-05-08
CUST0245,Customer 245,Female,53,Chennai,Tamil Nadu,2024-07-31
CUST0246,Customer 246,Male,27,Chennai,Tamil Nadu,2025-09-02
CUST0247,Customer 247,Female,27,Warangal,Telangana,2024-05-13
CUST0248,Customer 248,Male,19,Mumbai,Maharashtra,2024-05-14
CUST0249,Customer 249,Female,33,Warangal,Telangana,2025-08-25
CUST0250,Customer 250,Male,21,New Delhi,Delhi,2024-05-09
CUST0251,Customer 251,Male,22,Vadodara,Gujarat,2025-05-02
CUST0252,Customer 252,Male,24,Thrissur,Kerala,2025-04-07
CUST0253,Customer 253,Male,60,Madurai,Tamil Nadu,2025-06-17
CUST0254,Customer 254,Female,19,Pune,Maharashtra,2024-03-03
CUST0255,Customer 255,Male,24,Thrissur,Kerala,2025-05-17
CUST0256,Customer 256,Female,38,Kochi,Kerala,2025-09-14
CUST0257,Customer 257,Male,57,Bengaluru,Karnataka,2025-10-10
CUST0258,Customer 258,Other,51,New Delhi,Delhi,2024-10-28
CUST0259,Customer 259,Female,24,Kozhikode,Kerala,2025-12-19
CUST0260,Customer 260,Female,53,Tirupati,Andhra Pradesh,2024-08-08
CUST0261,Customer 261,Female,44,Surat,Gujarat,2024-12-13
CUST0262,Customer 262,Male,24,Thrissur,Kerala,2024-11-16
CUST0263,Customer 263,Female,41,Surat,Gujarat,2024-06-05
CUST0264,Customer 264,Male,23,Kochi,Kerala,2024-04-05
CUST0265,Customer 265,Female,41,Ahmedabad,Gujarat,2024-05-13
CUST0266,Customer 266,Female,53,Nizamabad,Telangana,2024-12-03
CUST0267,Customer 267,Male,60,Visakhapatnam,Andhra Pradesh,2025-03-09
CUST0268,Customer 268,Female,40,Warangal,Telangana,2024-04-16
CUST0269,Customer 269,Female,32,Chennai,Tamil Nadu,2024-04-20
CUST0270,Customer 270,Male,35,New Delhi,Delhi,2025-08-10
CUST0271,Customer 271,Female,57,Coimbatore,Tamil Nadu,2025-09-20
CUST0272,Customer 272,Female,35,Nizamabad,Telangana,2024-01-30
CUST0273,Customer 273,Female,37,Mysuru,Karnataka,2024-12-13
CUST0274,Customer 274,Male,27,New Delhi,Delhi,2025-08-02
CUST0275,Customer 275,Male,58,Ahmedabad,Gujarat,2024-02-01
CUST0276,Customer 276,Female,42,Tirupati,Andhra Pradesh,2025-03-05
CUST0277,Customer 277,Male,37,Thrissur,Kerala,2024-11-28
CUST0278,Customer 278,Male,57,Vijayawada,Andhra Pradesh,2024-02-20
CUST0279,Customer 279,Male,45,Visakhapatnam,Andhra Pradesh,2025-05-12
CUST0280,Customer 280,Male,50,Thrissur,Kerala,2024-04-26
CUST0281,Customer 281,Male,55,New Delhi,Delhi,2025-05-13
CUST0282,Customer 282,Male,56,Mumbai,Maharashtra,2024-02-26
CUST0283,Customer 283,Male,31,Hyderabad,Telangana,2024-05-20
CUST0284,Customer 284,Male,18,Pune,Maharashtra,2025-05-24
CUST0285,Customer 285,Male,52,Ahmedabad,Gujarat,2025-12-21
CUST0286,Customer 286,Female,60,Madurai,Tamil Nadu,2024-12-28
CUST0287,Customer 287,Female,20,Visakhapatnam,Andhra Pradesh,2025-03-22
CUST0288,Customer 288,Female,38,Warangal,Telangana,2025-08-12
CUST0289,Customer 289,Male,58,Vadodara,Gujarat,2025-03-03
CUST0290,Customer 290,Male,38,Mumbai,Maharashtra,2024-06-24
CUST0291,Customer 291,Female,23,Kozhikode,Kerala,2025-03-23
CUST0292,Customer 292,Male,43,Vijayawada,Andhra Pradesh,2025-06-20
CUST0293,Customer 293,Female,39,Visakhapatnam,Andhra Pradesh,2024-08-14
CUST0294,Customer 294,Male,58,New Delhi,Delhi,2024-04-26
CUST0295,Customer 295,Male,59,Coimbatore,Tamil Nadu,2024-05-31
CUST0296,Customer 296,Male,30,Chennai,Tamil Nadu,2024-06-26
CUST0297,Customer 297,Male,58,Mangaluru,Karnataka,2025-05-20
CUST0298,Customer 298,Female,46,Kozhikode,Kerala,2025-11-28
CUST0299,Customer 299,Male,22,New Delhi,Delhi,2025-04-25
CUST0300,Customer 300,Male,35,Kozhikode,Kerala,2025-08-28
