order_id,order_date,order_status,customer_id,gender,city,state,product_id,product_name,category,subcategory,quantity,selling_price,discount_percent,revenue,profit,freight_value,seller_id,seller_status_ref,seller_rating,delivery_days
ORD00010,2025-08-23 20:00:00,Delivered,CUST0084,Male,Surat,Gujarat,PROD0087,Furniture Product 87,Home & Kitchen,Furniture,1,39736.4,0,39736.4,12423.03,344.55,SELL028,SELL028,4.0,10
ORD00011,2025-05-14 12:00:00,Delivered,CUST0004,Male,Nizamabad,Telangana,PROD0093,Fitness Product 93,Sports,Fitness,1,5836.51,10,5836.51,1714.65,355.6,SELL037,SELL037,3.6,4
ORD00012,2025-12-27 09:00:00,Delivered,CUST0258,Other,New Delhi,Delhi,PROD0029,Skincare Product 29,Beauty,Skincare,3,17622.59,5,52867.77,8028.96,243.84,SELL015,SELL015,3.9,9
ORD00013,2025-12-07 06:00:00,Shipped,CUST0276,Female,Tirupati,Andhra Pradesh,PROD0068,Appliances Product 68,Home & Kitchen,Appliances,2,16230.27,0,32460.54,13905.5,295.16,SELL034,SELL034,4.7,
ORD00013,2025-12-07 06:00:00,Shipped,CUST0276,Female,Tirupati,Andhra Pradesh,PROD0058,Education Product 58,Books,Education,2,26927.03,15,53854.06,5125.36,125.01,SELL004,SELL004,3.6,
ORD00014,2025-12-15 06:00:00,Delivered,CUST0060,Female,Mumbai,Maharashtra,PROD0008,Men Product 8,Fashion,Men,1,24083.74,5,24083.74,8959.38,295.04,SELL030,SELL030,4.3,2
ORD00015,2025-05-11 00:00:00,Delivered,CUST0203,Female,Kochi,Kerala,PROD0009,Decor Product 9,Home & Kitchen,Decor,4,42118.82,15,168475.28,31416.0,62.44,SELL035,SELL035,4.6,6
ORD00016,2025-07-11 12:00:00,Delivered,CUST0216,Female,Visakhapatnam,Andhra Pradesh,PROD0085,Audio Product 85,Electronics,Audio,1,28453.78,15,28453.78,3629.5,85.76,SELL035,SELL035,4.6,9
ORD00017,2025-01-12 09:00:00,Delivered,CUST0002,Male,Mangaluru,Karnataka,PROD0030,Haircare Product 30,Beauty,Haircare,1,38529.57,0,38529.57,9243.49,118.59,SELL016,SELL016,4.2,4
ORD00018,2025-12-05 13:00:00,Delivered,CUST0017,Male,Warangal,Telangana,PROD0009,Decor Product 9,Home & Kitchen,Decor,1,47073.97,5,47073.97,12809.15,345.85,SELL007,SELL007,4.3,5
ORD00019,2025-10-04 06:00:00,Delivered,CUST0120,Male,Warangal,Telangana,PROD0030,Haircare Product 30,Beauty,Haircare,1,34676.61,10,34676.61,5390.53,180.71,SELL037,SELL037,3.6,5
ORD00019,2025-10-04 06:00:00,Delivered,CUST0120,Male,Warangal,Telangana,PROD0094,Accessories Product 94,Electronics,Accessories,2,18740.16,20,37480.32,5168.2,274.99,SELL020,SELL020,4.6,6
ORD00019,2025-10-04 06:00:00,Delivered,CUST0120,Male,Warangal,Telangana,PROD0074,Sportswear Product 74,Sports,Sportswear,1,39120.27,0,39120.27,17236.56,475.8,SELL027,SELL027,3.7,6
ORD00019,2025-10-04 06:00:00,Delivered,CUST0120,Male,Warangal,Telangana,PROD0041,Accessories Product 41,Fashion,Accessories,1,33135.6,5,33135.6,12644.75,262.94,SELL012,SELL012,4.8,8
ORD00020,2025-09-26 10:00:00,Delivered,CUST0196,Male,Mumbai,Maharashtra,PROD0069,Education Product 69,Books,Education,1,15498.17,0,15498.17,4452.5,433.04,SELL031,SELL031,3.6,8
ORD00021,2025-10-13 16:00:00,Delivered,CUST0214,Male,Kozhikode,Kerala,PROD0058,Education Product 58,Books,Education,1,28510.97,10,28510.97,4146.62,119.53,SELL024,SELL024,4.4,8
ORD00022,2025-10-28 23:00:00,Delivered,CUST0097,Male,Mumbai,Maharashtra,PROD0039,Audio Product 39,Electronics,Audio,3,11420.8,0,34262.4,12469.98,499.8,SELL013,SELL013,5.0,3
ORD00022,2025-10-28 23:00:00,Delivered,CUST0097,Male,Mumbai,Maharashtra,PROD0002,Skincare Product 2,Beauty,Skincare,3,2772.25,10,8316.75,1159.17,360.77,SELL031,SELL031,3.6,2
ORD00022,2025-10-28 23:00:00,Delivered,CUST0097,Male,Mumbai,Maharashtra,PROD0028,Education Product 28,Books,Education,3,11297.07,5,33891.21,11966.25,394.49,SELL026,SELL026,4.3,7
ORD00023,2025-09-20 15:00:00,Delivered,CUST0185,Female,Nizamabad,Telangana,PROD0041,Accessories Product 41,Fashion,Accessories,1,34879.58,0,34879.58,14388.73,436.12,SELL024,SELL024,4.4,3
ORD00023,2025-09-20 15:00:00,Delivered,CUST0185,Female,Nizamabad,Telangana,PROD0027,Women Product 27,Fashion,Women,1,46062.68,5,46062.68,11401.2,304.49,SELL010,SELL010,4.2,6
ORD00024,2025-10-19 07:00:00,Delivered,CUST0195,Male,Bengaluru,Karnataka,PROD0063,Audio Product 63,Electronics,Audio,1,12458.28,10,12458.28,1857.36,195.52,SELL032,SELL032,3.9,8
ORD00025,2025-09-26 01:00:00,Shipped,CUST0031,Male,New Delhi,Delhi,PROD0001,Audio Product 1,Electronics,Audio,1,22941.01,10,22941.01,6785.18,61.94,SELL027,SELL027,3.7,
ORD00026,2025-12-04 15:00:00,Delivered,CUST0248,Male,Mumbai,Maharashtra,PROD0093,Fitness Product 93,Sports,Fitness,1,6485.01,0,6485.01,2363.15,266.04,SELL018,SELL018,4.1,3
ORD00027,2025-02-19 16:00:00,Delivered,CUST0055,Female,Kozhikode,Kerala,PROD0035,Accessories Product 35,Fashion,Accessories,1,43024.53,5,43024.53,16313.81,295.55,SELL006,SELL006,4.5,10
ORD00027,2025-02-19 16:00:00,Delivered,CUST0055,Female,Kozhikode,Kerala,PROD0051,Men Product 51,Fashion,Men,1,40529.56,15,40529.56,7299.99,67.89,SELL015,SELL015,3.9,2
ORD00028,2025-07-13 17:00:00,Delivered,CUST0195,Male,Bengaluru,Karnataka,PROD0056,Education Product 56,Books,Education,1,5854.06,15,5854.06,1411.03,74.82,SELL022,SELL022,3.5,8
ORD00029,2025-05-19 01:00:00,Processing,CUST0244,Female,Hyderabad,Telangana,PROD0085,Audio Product 85,Electronics,Audio,1,28453.78,15,28453.78,3629.5,37.36,SELL003,SELL003,4.7,
ORD00030,2025-06-03 05:00:00,Delivered,CUST0040,Male,Tirupati,Andhra Pradesh,PROD0070,Skincare Product 70,Beauty,Skincare,1,31109.22,10,31109.22,8817.12,401.53,SELL022,SELL022,3.5,10
ORD00031,2025-02-20 13:00:00,Delivered,CUST0028,Female,Mangaluru,Karnataka,PROD0077,Haircare Product 77,Beauty,Haircare,3,18757.67,0,56273.01,13728.78,328.04,SELL026,SELL026,4.3,8
ORD00032,2025-08-10 05:00:00,Delivered,CUST0193,Female,Pune,Maharashtra,PROD0032,Furniture Product 32,Home & Kitchen,Furniture,1,43681.85,0,43681.85,19041.42,364.49,SELL005,SELL005,3.8,4
ORD00033,2025-07-04 03:00:00,Delivered,CUST0163,Male,Vijayawada,Andhra Pradesh,PROD0014,Technology Product 14,Books,Technology,1,41510.88,5,41510.88,13545.32,290.73,SELL006,SELL006,4.5,10
ORD00033,2025-07-04 03:00:00,Delivered,CUST0163,Male,Vijayawada,Andhra Pradesh,PROD0017,Fiction Product 17,Books,Fiction,1,15651.7,0,15651.7,5451.43,290.48,SELL027,SELL027,3.7,10
ORD00034,2025-01-07 09:00:00,Delivered,CUST0198,Male,New Delhi,Delhi,PROD0032,Furniture Product 32,Home & Kitchen,Furniture,1,39313.67,10,39313.67,14673.24,109.67,SELL037,SELL037,3.6,8
ORD00035,2025-05-22 13:00:00,Delivered,CUST0223,Male,Mangaluru,Karnataka,PROD0093,Fitness Product 93,Sports,Fitness,1,6160.76,5,6160.76,2038.9,93.68,SELL039,SELL039,4.8,10
ORD00035,2025-05-22 13:00:00,Delivered,CUST0223,Male,Mangaluru,Karnataka,PROD0081,Fitness Product 81,Sports,Fitness,3,13273.39,0,39820.17,15120.6,321.49,SELL001,SELL001,4.5,10
ORD00035,2025-05-22 13:00:00,Delivered,CUST0223,Male,Mangaluru,Karnataka,PROD0064,Haircare Product 64,Beauty,Haircare,1,35368.08,5,35368.08,5898.94,417.06,SELL022,SELL022,3.5,9
ORD00036,2025-06-10 05:00:00,Cancelled,CUST0246,Male,Chennai,Tamil Nadu,PROD0063,Audio Product 63,Electronics,Audio,1,13842.53,0,13842.53,3241.61,399.36,SELL016,SELL016,4.2,
ORD00036,2025-06-10 05:00:00,Cancelled,CUST0246,Male,Chennai,Tamil Nadu,PROD0074,Sportswear Product 74,Sports,Sportswear,1,37164.26,5,37164.26,15280.55,308.35,SELL024,SELL024,4.4,
ORD00037,2025-08-13 09:00:00,Shipped,CUST0108,Female,New Delhi,Delhi,PROD0087,Furniture Product 87,Home & Kitchen,Furniture,1,39736.4,0,39736.4,12423.03,339.57,SELL009,SELL009,4.2,
ORD00037,2025-08-13 09:00:00,Shipped,CUST0108,Female,New Delhi,Delhi,PROD0064,Haircare Product 64,Beauty,Haircare,2,37229.56,0,74459.12,15520.84,495.63,SELL028,SELL028,4.0,
ORD00038,2025-01-19 11:00:00,Delivered,CUST0279,Male,Visakhapatnam,Andhra Pradesh,PROD0014,Technology Product 14,Books,Technology,1,39326.09,10,39326.09,11360.53,294.71,SELL023,SELL023,4.2,4
ORD00038,2025-01-19 11:00:00,Delivered,CUST0279,Male,Visakhapatnam,Andhra Pradesh,PROD0099,Men Product 99,Fashion,Men,3,12717.61,0,38152.83,10626.87,404.23,SELL026,SELL026,4.3,6
ORD00038,2025-01-19 11:00:00,Delivered,CUST0279,Male,Visakhapatnam,Andhra Pradesh,PROD0032,Furniture Product 32,Home & Kitchen,Furniture,1,43681.85,0,43681.85,19041.42,270.02,SELL007,SELL007,4.3,6
ORD00039,2025-07-20 14:00:00,Shipped,CUST0192,Female,Tirupati,Andhra Pradesh,PROD0004,Makeup Product 4,Beauty,Makeup,1,26435.88,5,26435.88,5181.69,482.01,SELL031,SELL031,3.6,
ORD00040,2025-06-28 09:00:00,Delivered,CUST0073,Female,Mumbai,Maharashtra,PROD0013,Education Product 13,Books,Education,2,13666.99,5,27333.98,5886.64,61.57,SELL029,SELL029,3.6,6
ORD00041,2025-12-13 05:00:00,Processing,CUST0056,Male,Nizamabad,Telangana,PROD0043,Smartphones Product 43,Electronics,Smartphones,1,12333.11,5,12333.11,2266.18,404.95,SELL036,SELL036,4.3,
ORD00042,2025-11-11 06:00:00,Delivered,CUST0015,Male,Mysuru,Karnataka,PROD0036,Skincare Product 36,Beauty,Skincare,1,42600.65,10,42600.65,13729.23,282.34,SELL005,SELL005,3.8,2
ORD00043,2025-11-24 10:00:00,Delivered,CUST0271,Female,Coimbatore,Tamil Nadu,PROD0059,Accessories Product 59,Electronics,Accessories,1,1880.95,10,1880.95,617.73,406.29,SELL040,SELL040,4.9,5
ORD00044,2025-05-03 09:00:00,Delivered,CUST0061,Male,Pune,Maharashtra,PROD0077,Haircare Product 77,Beauty,Haircare,1,17819.79,5,17819.79,3638.38,258.74,SELL009,SELL009,4.2,7
ORD00045,2025-10-12 05:00:00,Delivered,CUST0089,Male,Vadodara,Gujarat,PROD0007,Accessories Product 7,Electronics,Accessories,3,5129.26,5,15387.78,2546.85,121.71,SELL023,SELL023,4.2,3
ORD00046,2025-08-01 22:00:00,Shipped,CUST0252,Male,Thrissur,Kerala,PROD0098,Appliances Product 98,Home & Kitchen,Appliances,1,47387.29,0,47387.29,14685.21,282.68,SELL015,SELL015,3.9,
ORD00047,2025-09-19 03:00:00,Delivered,CUST0282,Male,Mumbai,Maharashtra,PROD0070,Skincare Product 70,Beauty,Skincare,1,27652.64,20,27652.64,5360.54,78.14,SELL029,SELL029,3.6,10
ORD00047,2025-09-19 03:00:00,Delivered,CUST0282,Male,Mumbai,Maharashtra,PROD0097,Women Product 97,Fashion,Women,1,6646.29,20,6646.29,-19.76,241.37,SELL016,SELL016,4.2,8
ORD00047,2025-09-19 03:00:00,Delivered,CUST0282,Male,Mumbai,Maharashtra,PROD0006,Appliances Product 6,Home & Kitchen,Appliances,2,30349.04,0,60698.08,19097.48,436.69,SELL023,SELL023,4.2,7
ORD00047,2025-09-19 03:00:00,Delivered,CUST0282,Male,Mumbai,Maharashtra,PROD0098,Appliances Product 98,Home & Kitchen,Appliances,2,47387.29,0,94774.58,29370.42,411.03,SELL008,SELL008,3.9,8
ORD00048,2025-11-12 04:00:00,Shipped,CUST0085,Female,New Delhi,Delhi,PROD0069,Education Product 69,Books,Education,1,15498.17,0,15498.17,4452.5,490.13,SELL018,SELL018,4.1,
ORD00049,2025-03-11 13:00:00,Processing,CUST0049,Female,Hyderabad,Telangana,PROD0017,Fiction Product 17,Books,Fiction,1,15651.7,0,15651.7,5451.43,146.35,SELL016,SELL016,4.2,
ORD00050,2025-07-12 14:00:00,Delivered,CUST0213,Female,Coimbatore,Tamil Nadu,PROD0096,Fitness Product 96,Sports,Fitness,2,35369.94,15,70739.88,13325.1,243.71,SELL018,SELL018,4.1,3
ORD00051,2025-11-22 21:00:00,Delivered,CUST0235,Male,Nagpur,Maharashtra,PROD0055,Technology Product 55,Books,Technology,1,31505.78,0,31505.78,7614.78,163.29,SELL014,SELL014,4.3,5
ORD00052,2025-01-24 03:00:00,Delivered,CUST0025,Female,Nizamabad,Telangana,PROD0021,Women Product 21,Fashion,Women,4,45192.14,5,180768.56,58556.12,497.98,SELL001,SELL001,4.5,6
ORD00052,2025-01-24 03:00:00,Delivered,CUST0025,Female,Nizamabad,Telangana,PROD0057,Women Product 57,Fashion,Women,2,41561.59,0,83123.18,22038.92,440.98,SELL009,SELL009,4.2,6
ORD00052,2025-01-24 03:00:00,Delivered,CUST0025,Female,Nizamabad,Telangana,PROD0059,Accessories Product 59,Electronics,Accessories,1,1985.44,5,1985.44,722.22,68.74,SELL018,SELL018,4.1,2
ORD00053,2025-08-08 20:00:00,Delivered,CUST0120,Male,Warangal,Telangana,PROD0076,Makeup Product 76,Beauty,Makeup,1,1768.11,5,1768.11,667.36,33.79,SELL015,SELL015,3.9,10
ORD00054,2025-02-06 07:00:00,Delivered,CUST0245,Female,Chennai,Tamil Nadu,PROD0039,Audio Product 39,Electronics,Audio,1,9707.68,15,9707.68,2443.54,441.01,SELL009,SELL009,4.2,10
ORD00055,2025-11-09 20:00:00,Delivered,CUST0005,Male,Ahmedabad,Gujarat,PROD0053,Accessories Product 53,Electronics,Accessories,2,49056.71,0,98113.42,37431.68,77.22,SELL029,SELL029,3.6,5
ORD00055,2025-11-09 20:00:00,Delivered,CUST0005,Male,Ahmedabad,Gujarat,PROD0079,Education Product 79,Books,Education,1,12034.77,5,12034.77,4679.23,482.73,SELL008,SELL008,3.9,5
ORD00056,2025-10-11 19:00:00,Delivered,CUST0128,Male,Hyderabad,Telangana,PROD0085,Audio Product 85,Electronics,Audio,1,31801.28,5,31801.28,6977.0,381.49,SELL014,SELL014,4.3,3
ORD00056,2025-10-11 19:00:00,Delivered,CUST0128,Male,Hyderabad,Telangana,PROD0039,Audio Product 39,Electronics,Audio,1,10278.72,10,10278.72,3014.58,403.08,SELL019,SELL019,4.9,10
ORD00057,2025-01-07 11:00:00,Cancelled,CUST0271,Female,Coimbatore,Tamil Nadu,PROD0047,Accessories Product 47,Electronics,Accessories,2,26943.99,10,53887.98,20690.74,478.59,SELL035,SELL035,4.6,
ORD00058,2025-01-21 01:00:00,Cancelled,CUST0111,Male,Kozhikode,Kerala,PROD0099,Men Product 99,Fashion,Men,2,12717.61,0,25435.22,7084.58,282.19,SELL028,SELL028,4.0,
ORD00058,2025-01-21 01:00:00,Cancelled,CUST0111,Male,Kozhikode,Kerala,PROD0054,Audio Product 54,Electronics,Audio,1,39478.87,0,39478.87,14090.14,67.14,SELL040,SELL040,4.9,
ORD00059,2025-10-02 10:00:00,Delivered,CUST0080,Female,Hyderabad,Telangana,PROD0009,Decor Product 9,Home & Kitchen,Decor,2,42118.82,15,84237.64,15708.0,57.22,SELL028,SELL028,4.0,5
ORD00059,2025-10-02 10:00:00,Delivered,CUST0080,Female,Hyderabad,Telangana,PROD0040,Audio Product 40,Electronics,Audio,3,39621.19,0,118863.57,49072.59,317.78,SELL006,SELL006,4.5,10
ORD00060,2025-01-07 22:00:00,Delivered,CUST0062,Female,Thrissur,Kerala,PROD0067,Accessories Product 67,Electronics,Accessories,1,4176.62,0,4176.62,1200.1,397.13,SELL017,SELL017,3.6,2
ORD00061,2025-06-21 13:00:00,Delivered,CUST0016,Male,Madurai,Tamil Nadu,PROD0010,Fitness Product 10,Sports,Fitness,1,17436.22,5,17436.22,2792.67,264.82,SELL032,SELL032,3.9,3
ORD00062,2025-12-12 23:00:00,Delivered,CUST0294,Male,New Delhi,Delhi,PROD0002,Skincare Product 2,Beauty,Skincare,1,2926.27,5,2926.27,540.41,100.54,SELL003,SELL003,4.7,8
ORD00062,2025-12-12 23:00:00,Delivered,CUST0294,Male,New Delhi,Delhi,PROD0032,Furniture Product 32,Home & Kitchen,Furniture,1,37129.57,15,37129.57,12489.14,378.11,SELL003,SELL003,4.7,5
ORD00063,2025-02-09 18:00:00,Delivered,CUST0139,Female,Nagpur,Maharashtra,PROD0067,Accessories Product 67,Electronics,Accessories,3,4176.62,0,12529.86,3600.3,248.59,SELL003,SELL003,4.7,6
ORD00064,2025-02-14 17:00:00,Delivered,CUST0168,Male,Bengaluru,Karnataka,PROD0095,Furniture Product 95,Home & Kitchen,Furniture,1,36524.78,5,36524.78,14039.4,261.88,SELL016,SELL016,4.2,9
ORD00064,2025-02-14 17:00:00,Delivered,CUST0168,Male,Bengaluru,Karnataka,PROD0080,Fiction Product 80,Books,Fiction,2,23823.57,5,47647.14,14821.44,404.11,SELL013,SELL013,5.0,8
ORD00065,2025-04-30 17:00:00,Delivered,CUST0013,Male,New Delhi,Delhi,PROD0001,Audio Product 1,Electronics,Audio,2,22941.01,10,45882.02,13570.36,78.86,SELL025,SELL025,3.9,3
ORD00065,2025-04-30 17:00:00,Delivered,CUST0013,Male,New Delhi,Delhi,PROD0098,Appliances Product 98,Home & Kitchen,Appliances,4,45017.93,5,180071.72,49263.4,481.76,SELL034,SELL034,4.7,4
ORD00065,2025-04-30 17:00:00,Delivered,CUST0013,Male,New Delhi,Delhi,PROD0085,Audio Product 85,Electronics,Audio,2,33475.03,0,66950.06,17301.5,463.0,SELL010,SELL010,4.2,5
ORD00066,2025-02-13 18:00:00,Delivered,CUST0235,Male,Nagpur,Maharashtra,PROD0073,Women Product 73,Fashion,Women,1,38121.02,20,38121.02,10075.84,141.28,SELL004,SELL004,3.6,9
ORD00067,2025-08-20 08:00:00,Delivered,CUST0163,Male,Vijayawada,Andhra Pradesh,PROD0014,Technology Product 14,Books,Technology,1,41510.88,5,41510.88,13545.32,221.06,SELL007,SELL007,4.3,9
ORD00067,2025-08-20 08:00:00,Delivered,CUST0163,Male,Vijayawada,Andhra Pradesh,PROD0020,Education Product 20,Books,Education,1,22992.57,10,22992.57,8815.8,242.4,SELL035,SELL035,4.6,5
ORD00068,2025-03-22 21:00:00,Delivered,CUST0047,Male,Ahmedabad,Gujarat,PROD0042,Education Product 42,Books,Education,1,22567.92,0,22567.92,10123.57,197.2,SELL010,SELL010,4.2,10
ORD00069,2025-07-27 14:00:00,Delivered,CUST0016,Male,Madurai,Tamil Nadu,PROD0018,Women Product 18,Fashion,Women,1,28550.05,15,28550.05,2558.8,491.81,SELL008,SELL008,3.9,2
ORD00070,2025-12-18 20:00:00,Cancelled,CUST0191,Other,Vijayawada,Andhra Pradesh,PROD0010,Fitness Product 10,Sports,Fitness,3,17436.22,5,52308.66,8378.01,90.53,SELL013,SELL013,5.0,
ORD00070,2025-12-18 20:00:00,Cancelled,CUST0191,Other,Vijayawada,Andhra Pradesh,PROD0003,Smartphones Product 3,Electronics,Smartphones,1,26219.67,15,26219.67,5030.84,53.8,SELL022,SELL022,3.5,
ORD00070,2025-12-18 20:00:00,Cancelled,CUST0191,Other,Vijayawada,Andhra Pradesh,PROD0009,Decor Product 9,Home & Kitchen,Decor,1,44596.4,10,44596.4,10331.58,263.18,SELL037,SELL037,3.6,
ORD00071,2025-05-24 14:00:00,Processing,CUST0141,Female,New Delhi,Delhi,PROD0038,Makeup Product 38,Beauty,Makeup,1,17911.85,5,17911.85,5575.96,58.66,SELL032,SELL032,3.9,
ORD00072,2025-11-19 17:00:00,Shipped,CUST0128,Male,Hyderabad,Telangana,PROD0070,Skincare Product 70,Beauty,Skincare,1,32837.51,5,32837.51,10545.41,181.15,SELL032,SELL032,3.9,
ORD00073,2025-01-30 15:00:00,Delivered,CUST0144,Male,Kochi,Kerala,PROD0013,Education Product 13,Books,Education,1,12228.36,15,12228.36,1504.69,461.11,SELL016,SELL016,4.2,3
ORD00073,2025-01-30 15:00:00,Delivered,CUST0144,Male,Kochi,Kerala,PROD0032,Furniture Product 32,Home & Kitchen,Furniture,2,37129.57,15,74259.14,24978.28,300.58,SELL004,SELL004,3.6,4
ORD00073,2025-01-30 15:00:00,Delivered,CUST0144,Male,Kochi,Kerala,PROD0085,Audio Product 85,Electronics,Audio,1,28453.78,15,28453.78,3629.5,427.25,SELL025,SELL025,3.9,4
ORD00074,2025-12-27 22:00:00,Delivered,CUST0015,Male,Mysuru,Karnataka,PROD0064,Haircare Product 64,Beauty,Haircare,1,37229.56,0,37229.56,7760.42,139.33,SELL012,SELL012,4.8,2
ORD00074,2025-12-27 22:00:00,Delivered,CUST0015,Male,Mysuru,Karnataka,PROD0070,Skincare Product 70,Beauty,Skincare,1,32837.51,5,32837.51,10545.41,185.91,SELL015,SELL015,3.9,3
ORD00074,2025-12-27 22:00:00,Delivered,CUST0015,Male,Mysuru,Karnataka,PROD0040,Audio Product 40,Electronics,Audio,1,39621.19,0,39621.19,16357.53,366.96,SELL040,SELL040,4.9,8
ORD00075,2025-01-31 00:00:00,Delivered,CUST0166,Female,Vijayawada,Andhra Pradesh,PROD0068,Appliances Product 68,Home & Kitchen,Appliances,3,15418.76,5,46256.28,18423.72,472.7,SELL024,SELL024,4.4,5
ORD00076,2025-08-12 20:00:00,Cancelled,CUST0081,Male,Coimbatore,Tamil Nadu,PROD0089,Skincare Product 89,Beauty,Skincare,2,15473.91,15,30947.82,5297.0,207.84,SELL015,SELL015,3.9,
ORD00076,2025-08-12 20:00:00,Cancelled,CUST0081,Male,Coimbatore,Tamil Nadu,PROD0079,Education Product 79,Books,Education,1,11401.36,10,11401.36,4045.82,475.93,SELL019,SELL019,4.9,
ORD00076,2025-08-12 20:00:00,Cancelled,CUST0081,Male,Coimbatore,Tamil Nadu,PROD0046,Makeup Product 46,Beauty,Makeup,1,31797.18,20,31797.18,5031.08,483.64,SELL037,SELL037,3.6,
ORD00077,2025-02-23 15:00:00,Delivered,CUST0290,Male,Mumbai,Maharashtra,PROD0022,Skincare Product 22,Beauty,Skincare,1,11520.52,0,11520.52,4756.33,147.28,SELL022,SELL022,3.5,3
ORD00077,2025-02-23 15:00:00,Delivered,CUST0290,Male,Mumbai,Maharashtra,PROD0082,Skincare Product 82,Beauty,Skincare,1,44837.24,10,44837.24,13595.36,368.59,SELL005,SELL005,3.8,10
ORD00077,2025-02-23 15:00:00,Delivered,CUST0290,Male,Mumbai,Maharashtra,PROD0012,Audio Product 12,Electronics,Audio,1,3176.2,10,3176.2,1145.14,485.48,SELL004,SELL004,3.6,7
ORD00077,2025-02-23 15:00:00,Delivered,CUST0290,Male,Mumbai,Maharashtra,PROD0091,Audio Product 91,Electronics,Audio,1,19055.54,5,19055.54,4140.63,286.63,SELL027,SELL027,3.7,4
ORD00078,2025-08-20 02:00:00,Shipped,CUST0084,Male,Surat,Gujarat,PROD0014,Technology Product 14,Books,Technology,1,37141.31,15,37141.31,9175.75,105.63,SELL005,SELL005,3.8,
ORD00079,2025-06-23 19:00:00,Returned,CUST0048,Male,Kozhikode,Kerala,PROD0084,Skincare Product 84,Beauty,Skincare,1,42711.32,5,42711.32,12580.51,55.17,SELL011,SELL011,3.8,
ORD00080,2025-12-23 17:00:00,Delivered,CUST0210,Female,Warangal,Telangana,PROD0031,Sportswear Product 31,Sports,Sportswear,1,20024.46,5,20024.46,7509.05,424.73,SELL007,SELL007,4.3,2
ORD00081,2025-04-13 03:00:00,Delivered,CUST0246,Male,Chennai,Tamil Nadu,PROD0015,Sportswear Product 15,Sports,Sportswear,2,6921.76,5,13843.52,4452.5,450.59,SELL020,SELL020,4.6,2
ORD00082,2025-07-09 05:00:00,Delivered,CUST0196,Male,Mumbai,Maharashtra,PROD0035,Accessories Product 35,Fashion,Accessories,1,40760.08,10,40760.08,14049.36,343.71,SELL037,SELL037,3.6,4
ORD00083,2025-10-11 01:00:00,Shipped,CUST0117,Male,Surat,Gujarat,PROD0061,Makeup Product 61,Beauty,Makeup,2,22611.56,5,45223.12,18570.64,67.11,SELL037,SELL037,3.6,
