review_id,order_id,customer_id,rating,sentiment,review_date
REV00199,ORD00271,CUST0115,3,Neutral,2025-01-18
REV00200,ORD00272,CUST0186,3,Neutral,2025-11-10
REV00201,ORD00273,CUST0070,2,Negative,2025-07-22
REV00202,ORD00274,CUST0181,5,Positive,2025-04-02
REV00203,ORD00275,CUST0273,5,Positive,2026-01-09
REV00204,ORD00276,CUST0158,1,Negative,2025-03-11
REV00205,ORD00279,CUST0110,5,Positive,2025-09-28
REV00206,ORD00281,CUST0228,5,Positive,2025-05-01
REV00207,ORD00282,CUST0087,3,Neutral,2025-02-09
REV00208,ORD00283,CUST0016,5,Positive,2025-03-11
REV00209,ORD00284,CUST0010,5,Positive,2025-02-06
REV00210,ORD00285,CUST0252,4,Positive,2025-12-24
REV00211,ORD00286,CUST0014,4,Positive,2025-11-29
REV00212,ORD00287,CUST0087,4,Positive,2025-01-16
REV00213,ORD00290,CUST0155,5,Positive,2025-10-06
REV00214,ORD00291,CUST0256,5,Positive,2025-04-30
REV00215,ORD00292,CUST0147,5,Positive,2025-11-30
REV00216,ORD00293,CUST0104,4,Positive,2025-03-27
REV00217,ORD00294,CUST0209,2,Negative,2025-07-18
REV00218,ORD00295,CUST0169,4,Positive,2025-11-09
REV00219,ORD00297,CUST0123,5,Positive,2025-05-25
REV00220,ORD00298,CUST0018,4,Positive,2025-06-09
REV00221,ORD00299,CUST0168,3,Neutral,2025-08-27
REV00222,ORD00301,CUST0118,5,Positive,2025-03-02
REV00223,ORD00302,CUST0233,3,Neutral,2025-12-22
REV00224,ORD00303,CUST0135,4,Positive,2025-05-16
REV00225,ORD00304,CUST0132,3,Neutral,2025-02-21
REV00226,ORD00305,CUST0155,4,Positive,2025-07-28
REV00227,ORD00306,CUST0134,5,Positive,2025-03-20
REV00228,ORD00307,CUST0226,5,Positive,2025-02-14
REV00229,ORD00308,CUST0235,3,Neutral,2025-09-12
REV00230,ORD00311,CUST0167,5,Positive,2025-11-02
REV00231,ORD00312,CUST0046,3,Neutral,2025-01-27
REV00232,ORD00313,CUST0199,5,Positive,2025-09-05
REV00233,ORD00314,CUST0149,5,Positive,2025-09-11
REV00234,ORD00315,CUST0024,3,Neutral,2025-02-22
REV00235,ORD00316,CUST0055,5,Positive,2025-08-24
REV00236,ORD00317,CUST0203,5,Positive,2025-06-12
REV00237,ORD00319,CUST0297,1,Negative,2025-11-22
REV00238,ORD00320,CUST0162,4,Positive,2025-10-29
REV00239,ORD00321,CUST0113,4,Positive,2025-11-14
REV00240,ORD00322,CUST0083,3,Neutral,2025-11-18
REV00241,ORD00326,CUST0079,4,Positive,2025-12-13
REV00242,ORD00327,CUST0185,5,Positive,2025-11-23
REV00243,ORD00328,CUST0044,4,Positive,2025-07-04
REV00244,ORD00329,CUST0215,5,Positive,2025-08-13
REV00245,ORD00330,CUST0227,5,Positive,2026-01-04
REV00246,ORD00332,CUST0057,4,Positive,2025-02-09
REV00247,ORD00334,CUST0233,5,Positive,2025-03-02
REV00248,ORD00335,CUST0300,5,Positive,2025-09-18
REV00249,ORD00336,CUST0109,5,Positive,2025-09-02
REV00250,ORD00337,CUST0111,4,Positive,2025-04-20
REV00251,ORD00338,CUST0230,2,Negative,2025-03-25
REV00252,ORD00339,CUST0013,3,Neutral,2025-11-06
REV00253,ORD00340,CUST0258,4,Positive,2025-01-30
REV00254,ORD00341,CUST0024,5,Positive,2025-09-15
REV00255,ORD00342,CUST0158,5,Positive,2025-08-02
REV00256,ORD00343,CUST0027,4,Positive,2025-04-19
REV00257,ORD00345,CUST0276,5,Positive,2025-08-16
REV00258,ORD00346,CUST0024,5,Positive,2025-04-09
REV00259,ORD00347,CUST0140,4,Positive,2025-05-23
REV00260,ORD00348,CUST0202,3,Neutral,2025-10-05
REV00261,ORD00349,CUST0064,5,Positive,2025-09-07
REV00262,ORD00350,CUST0019,5,Positive,2025-06-13
REV00263,ORD00352,CUST0273,4,Positive,2025-11-28
REV00264,ORD00353,CUST0186,5,Positive,2025-10-07
REV00265,ORD00354,CUST0039,2,Negative,2025-05-17
REV00266,ORD00355,CUST0175,4,Positive,2025-02-01
REV00267,ORD00356,CUST0066,5,Positive,2025-02-03
REV00268,ORD00357,CUST0233,2,Negative,2025-07-24
REV00269,ORD00358,CUST0294,5,Positive,2025-03-19
REV00270,ORD00360,CUST0287,5,Positive,2025-02-17
REV00271,ORD00361,CUST0172,5,Positive,2025-11-20
REV00272,ORD00362,CUST0205,3,Neutral,2025-04-12
REV00273,ORD00365,CUST0098,4,Positive,2025-04-13
REV00274,ORD00366,CUST0086,3,Neutral,2025-10-02
REV00275,ORD00367,CUST0299,2,Negative,2025-12-03
REV00276,ORD00368,CUST0152,3,Neutral,2025-08-25
REV00277,ORD00369,CUST0136,3,Neutral,2025-12-05
REV00278,ORD00370,CUST0169,3,Neutral,2025-05-22
REV00279,ORD00371,CUST0207,2,Negative,2025-07-29
REV00280,ORD00372,CUST0256,5,Positive,2025-12-16
REV00281,ORD00373,CUST0291,5,Positive,2025-11-23
REV00282,ORD00374,CUST0088,2,Negative,2025-02-26
REV00283,ORD00379,CUST0081,3,Neutral,2025-05-24
REV00284,ORD00380,CUST0237,5,Positive,2025-01-31
REV00285,ORD00381,CUST0237,4,Positive,2025-02-08
REV00286,ORD00382,CUST0006,5,Positive,2025-12-18
REV00287,ORD00385,CUST0062,1,Negative,2025-05-07
REV00288,ORD00386,CUST0211,5,Positive,2025-06-16
REV00289,ORD00389,CUST0228,2,Negative,2025-06-27
REV00290,ORD00390,CUST0114,3,Neutral,2025-11-27
REV00291,ORD00391,CUST0105,3,Neutral,2025-05-17
REV00292,ORD00392,CUST0217,4,Positive,2025-09-30
REV00293,ORD00394,CUST0203,5,Positive,2025-07-24
REV00294,ORD00395,CUST0261,5,Positive,2026-01-05
REV00295,ORD00396,CUST0134,4,Positive,2025-11-10
REV00296,ORD00400,CUST0099,4,Positive,2025-05-18
REV00297,ORD00401,CUST0005,4,Positive,2025-02-06
REV00298,ORD00402,CUST0002,5,Positive,2025-09-08
REV00299,ORD00403,CUST0264,5,Positive,2025-08-17
REV00300,ORD00404,CUST0052,4,Positive,2025-07-26
REV00301,ORD00408,CUST0296,5,Positive,2025-01-04
REV00302,ORD00409,CUST0164,5,Positive,2025-06-15
REV00303,ORD00410,CUST0250,4,Positive,2025-08-05
REV00304,ORD00412,CUST0087,3,Neutral,2025-02-15
REV00305,ORD00413,CUST0155,5,Positive,2026-01-06
REV00306,ORD00414,CUST0116,4,Positive,2025-01-14
REV00307,ORD00416,CUST0063,5,Positive,2025-01-23
REV00308,ORD00417,CUST0128,4,Positive,2025-06-11
REV00309,ORD00418,CUST0051,4,Positive,2025-12-16
REV00310,ORD00419,CUST0218,4,Positive,2026-01-03
REV00311,ORD00420,CUST0140,4,Positive,2025-04-05
REV00312,ORD00423,CUST0118,3,Neutral,2025-06-23
REV00313,ORD00425,CUST0218,2,Negative,2026-01-04
REV00314,ORD00426,CUST0277,4,Positive,2025-03-18
REV00315,ORD00427,CUST0169,5,Positive,2025-06-04
REV00316,ORD00428,CUST0080,4,Positive,2025-12-18
REV00317,ORD00429,CUST0003,3,Neutral,2025-07-18
REV00318,ORD00430,CUST0251,4,Positive,2025-10-11
REV00319,ORD00431,CUST0223,5,Positive,2025-09-18
REV00320,ORD00432,CUST0102,3,Neutral,2025-09-06
REV00321,ORD00433,CUST0219,2,Negative,2025-01-23
REV00322,ORD00434,CUST0144,5,Positive,2025-07-12
REV00323,ORD00435,CUST0172,5,Positive,2025-06-10
REV00324,ORD00437,CUST0023,3,Neutral,2025-03-13
REV00325,ORD00438,CUST0149,3,Neutral,2025-02-01
REV00326,ORD00439,CUST0005,5,Positive,2025-09-23
REV00327,ORD00440,CUST0128,5,Positive,2025-05-08
REV00328,ORD00444,CUST0052,2,Negative,2025-10-03
REV00329,ORD00445,CUST0007,3,Neutral,2025-01-24
REV00330,ORD00446,CUST0137,5,Positive,2025-11-27
REV00331,ORD00448,CUST0023,4,Positive,2025-11-16
REV00332,ORD00449,CUST0040,2,Negative,2025-01-16
REV00333,ORD00450,CUST0181,4,Positive,2025-06-22
REV00334,ORD00452,CUST0151,1,Negative,2025-09-08
REV00335,ORD00455,CUST0284,4,Positive,2026-01-09
REV00336,ORD00458,CUST0290,4,Positive,2025-02-05
REV00337,ORD00459,CUST0067,3,Neutral,2026-01-11
REV00338,ORD00460,CUST0041,4,Positive,2025-12-02
REV00339,ORD00462,CUST0281,4,Positive,2025-02-24
REV00340,ORD00463,CUST0227,5,Positive,2025-12-11
REV00341,ORD00464,CUST0192,5,Positive,2025-02-26
REV00342,ORD00465,CUST0222,3,Neutral,2025-05-03
REV00343,ORD00467,CUST0048,5,Positive,2025-08-20
REV00344,ORD00469,CUST0097,5,Positive,2025-08-09
REV00345,ORD00470,CUST0256,4,Positive,2025-12-13
REV00346,ORD00471,CUST0146,5,Positive,2025-12-23
REV00347,ORD00474,CUST0296,4,Positive,2025-08-22
REV00348,ORD00475,CUST0134,1,Negative,2025-10-17
REV00349,ORD00476,CUST0233,2,Negative,2025-11-25
REV00350,ORD00477,CUST0074,4,Positive,2025-11-26
REV00351,ORD00478,CUST0201,1,Negative,2025-02-28
REV00352,ORD00479,CUST0291,1,Negative,2025-11-22
REV00353,ORD00480,CUST0266,2,Negative,2025-10-09
REV00354,ORD00481,CUST0151,2,Negative,2025-09-11
REV00355,ORD00483,CUST0272,5,Positive,2025-07-09
REV00356,ORD00484,CUST0288,5,Positive,2025-02-18
REV00357,ORD00485,CUST0163,4,Positive,2025-06-28
REV00358,ORD00488,CUST0276,5,Positive,2025-01-23
REV00359,ORD00489,CUST0236,3,Neutral,2025-03-14
REV00360,ORD00493,CUST0096,4,Positive,2025-05-30
REV00361,ORD00494,CUST0051,3,Neutral,2025-01-31
REV00362,ORD00495,CUST0113,5,Positive,2025-03-10
REV00363,ORD00496,CUST0254,5,Positive,2025-04-25
REV00364,ORD00497,CUST0088,5,Positive,2025-06-13
REV00365,ORD00499,CUST0049,4,Positive,2025-03-11
REV00366,ORD00501,CUST0231,4,Positive,2025-10-13
REV00367,ORD00502,CUST0291,2,Negative,2025-07-08
REV00368,ORD00504,CUST0258,3,Neutral,2025-12-26
REV00369,ORD00505,CUST0103,4,Positive,2025-06-17
REV00370,ORD00506,CUST0219,4,Positive,2025-09-15
REV00371,ORD00507,CUST0290,4,Positive,2025-06-05
REV00372,ORD00508,CUST0149,5,Positive,2025-10-23
REV00373,ORD00509,CUST0155,2,Negative,2025-11-20
REV00374,ORD00510,CUST0259,4,Positive,2025-08-21
REV00375,ORD00512,CUST0182,3,Neutral,2025-04-02
REV00376,ORD00513,CUST0174,4,Positive,2025-09-11
REV00377,ORD00514,CUST0270,5,Positive,2025-05-30
REV00378,ORD00516,CUST0090,5,Positive,2025-06-22
REV00379,ORD00517,CUST0045,4,Positive,2025-11-14
REV00380,ORD00518,CUST0071,5,Positive,2025-02-15
REV00381,ORD00519,CUST0129,4,Positive,2025-07-24
REV00382,ORD00520,CUST0299,5,Positive,2025-09-08
REV00383,ORD00522,CUST0139,5,Positive,2025-01-24
REV00384,ORD00523,CUST0283,1,Negative,2025-09-19
REV00385,ORD00524,CUST0275,2,Negative,2025-10-22
REV00386,ORD00525,CUST0040,5,Positive,2025-05-26
REV00387,ORD00526,CUST0144,4,Positive,2025-02-26
REV00388,ORD00527,CUST0059,1,Negative,2025-01-19
REV00389,ORD00528,CUST0195,5,Positive,2025-04-13
REV00390,ORD00529,CUST0015,4,Positive,2025-07-01
REV00391,ORD00530,CUST0196,4,Positive,2025-09-10
REV00392,ORD00531,CUST0138,1,Negative,2025-12-17
REV00393,ORD00532,CUST0246,5,Positive,2025-11-29
REV00394,ORD00533,CUST0117,2,Negative,2025-11-29
REV00395,ORD00534,CUST0132,4,Positive,2025-01-24
REV00396,ORD00535,CUST0037,3,Neutral,2025-12-07
REV00397,ORD00537,CUST0115,3,Neutral,2025-11-06
REV00398,ORD00538,CUST0151,4,Positive,2025-05-09
REV00399,ORD00539,CUST0186,5,Positive,2025-12-13
REV00400,ORD00540,CUST0161,4,Positive,2025-03-19
REV00401,ORD00541,CUST0052,5,Positive,2025-03-11
REV00402,ORD00543,CUST0069,5,Positive,2025-04-14
REV00403,ORD00544,CUST0050,5,Positive,2025-05-07
REV00404,ORD00546,CUST0055,4,Positive,2025-05-01
REV00405,ORD00548,CUST0253,4,Positive,2025-06-02
REV00406,ORD00550,CUST0145,4,Positive,2025-03-27
REV00407,ORD00555,CUST0057,5,Positive,2025-11-20
REV00408,ORD00556,CUST0149,5,Positive,2025-04-03
REV00409,ORD00557,CUST0044,4,Positive,2025-02-20
REV00410,ORD00558,CUST0166,4,Positive,2025-08-25
REV00411,ORD00559,CUST0260,4,Positive,2025-05-11
REV00412,ORD00561,CUST0291,5,Positive,2025-05-17
REV00413,ORD00562,CUST0280,4,Positive,2025-09-18
REV00414,ORD00563,CUST0086,4,Positive,2025-04-23
REV00415,ORD00564,CUST0139,3,Neutral,2025-10-07
REV00416,ORD00565,CUST0070,4,Positive,2025-03-31
REV00417,ORD00566,CUST0032,4,Positive,2025-11-24
REV00418,ORD00567,CUST0040,3,Neutral,2025-11-17
REV00419,ORD00568,CUST0108,5,Positive,2025-04-06
REV00420,ORD00570,CUST0062,4,Positive,2025-10-15
REV00421,ORD00571,CUST0159,3,Neutral,2025-06-21
REV00422,ORD00572,CUST0293,5,Positive,2025-01-22
REV00423,ORD00575,CUST0076,2,Negative,2025-05-21
REV00424,ORD00576,CUST0096,5,Positive,2025-06-20
REV00425,ORD00577,CUST0068,4,Positive,2025-06-12
REV00426,ORD00579,CUST0107,3,Neutral,2025-07-01
REV00427,ORD00580,CUST0240,5,Positive,2025-11-02
REV00428,ORD00581,CUST0096,5,Positive,2025-07-15
REV00429,ORD00583,CUST0269,5,Positive,2025-04-25
REV00430,ORD00584,CUST0003,3,Neutral,2025-09-17
REV00431,ORD00585,CUST0202,5,Positive,2025-10-05
REV00432,ORD00586,CUST0118,5,Positive,2025-03-27
REV00433,ORD00587,CUST0092,4,Positive,2025-04-10
REV00434,ORD00588,CUST0006,4,Positive,2025-09-25
REV00435,ORD00591,CUST0278,4,Positive,2025-05-23
REV00436,ORD00592,CUST0075,5,Positive,2025-11-25
REV00437,ORD00594,CUST0026,2,Negative,2025-07-21
REV00438,ORD00595,CUST0237,4,Positive,2025-11-17
REV00439,ORD00596,CUST0244,5,Positive,2025-10-17
REV00440,ORD00597,CUST0250,4,Positive,2025-10-30
REV00441,ORD00598,CUST0012,3,Neutral,2025-06-02
REV00442,ORD00599,CUST0206,4,Positive,2025-10-28
REV00443,ORD00600,CUST0201,5,Positive,2025-05-10
REV00444,ORD00606,CUST0058,4,Positive,2025-04-07
REV00445,ORD00607,CUST0291,4,Positive,2025-06-06
REV00446,ORD00608,CUST0151,4,Positive,2025-03-28
REV00447,ORD00609,CUST0177,2,Negative,2025-12-05
REV00448,ORD00612,CUST0029,3,Neutral,2025-08-25
REV00449,ORD00613,CUST0033,3,Neutral,2025-03-26
REV00450,ORD00614,CUST0154,4,Positive,2025-10-30
REV00451,ORD00618,CUST0243,3,Neutral,2025-12-17
REV00452,ORD00619,CUST0141,3,Neutral,2025-01-27
REV00453,ORD00620,CUST0241,5,Positive,2025-01-29
REV00454,ORD00621,CUST0242,1,Negative,2025-03-14
REV00455,ORD00623,CUST0072,4,Positive,2025-03-15
REV00456,ORD00625,CUST0098,3,Neutral,2025-02-21
REV00457,ORD00627,CUST0296,3,Neutral,2025-03-28
REV00458,ORD00628,CUST0104,4,Positive,2025-06-13
REV00459,ORD00629,CUST0195,3,Neutral,2025-02-12
REV00460,ORD00630,CUST0184,5,Positive,2025-06-25
REV00461,ORD00631,CUST0185,4,Positive,2025-06-15
REV00462,ORD00633,CUST0170,4,Positive,2025-01-19
